interaction_id,interaction_date,country,region,business_unit,interaction_type,stakeholder_id,employee_id,declared_purpose,duration_minutes
I004422,2024-02-12,U.S.,Americas,Specialty,Speaker Program,S00879,E00851,Follow-up,70.0
I004423,2024-02-19,MX,Americas,Respiratory,Group Meeting,S01117,E00403,Congress meeting and follow-up,46.0
I004424,2024-10-29,Germany,EMEA,Primary Care,1:1 Meeting,S00246,E00559,Product information discussion (on-label),29.0
I004425,2024-05-21,France,EMEA,Oncology,Advisory Board,S01509,E00105,Congress meeting and follow-up,123.0
I004426,2024-08-08,US,Americas,Specialty,1:1 Meeting,S00974,E00950,Speaker program educational session,50.0
I004427,2024-12-27,GB,EMEA,Specialty,1:1 Meeting,S01495,E00995,Market access discussion,30.0
I004428,2024-12-11,U.S.,Americas,Oncology,1:1 Meeting,S01769,E00240,Congress meeting and follow-up,22.0
I004429,2024-07-22,IT,EMEA,Vaccines,1:1 Meeting,S01043,E00718,Product information discussion (on-label),21.0
I004430,2025-05-30,IN,APAC,Oncology,1:1 Meeting,S01556,E00770,Market access discussion,31.0
I004431,2025-05-06,JP,APAC,Respiratory,1:1 Meeting,S00193,E00438,Advisory board discussion on unmet needs,32.0
I004432,2024-11-17,Brazil,Americas,Specialty,1:1 Meeting,S00040,E00334,Congress meeting and follow-up,
I004433,2024-12-09,Japan,APAC,Vaccines,Speaker Program,S01741,E00720,Congress meeting and follow-up,68.0
I004434,2024-04-14,India,APAC,Specialty,1:1 Meeting,S00513,E00073,Advisory board discussion on unmet needs,18.0
I004435,2024-11-17,IN,APAC,Vaccines,1:1 Meeting,S00473,E00640,Speaker program educational session,13.0
I004436,2025-05-18,India,APAC,Primary Care,Group Meeting,S00581,E00788,Product information discussion (on-label),56.0
I004437,2024-03-25,FR,EMEA,Oncology,Group Meeting,S01493,E00703,Catch-up,62.0
I004438,2024-09-19,Mexico,Americas,Respiratory,Group Meeting,S00258,E00889,Congress meeting and follow-up,0.0
I004439,2024-01-06,United States of America,Americas,Oncology,Speaker Program,S01149,E00135,Advisory board discussion on unmet needs,138.0
I004440,2024-12-15,Brazil,Americas,Oncology,1:1 Meeting,S01230,E00072,Advisory board discussion on unmet needs,33.0
I004441,2024-07-18,FRA,EMEA,Respiratory,Speaker Program,S00890,E00490,Market access discussion,81.0
I004442,2024-11-30,United States of America,Americas,Specialty,Advisory Board,S00859,E00134,Product information discussion (on-label),139.0
I004443,2024-08-04,USA,Americas,Respiratory,Advisory Board,S01483,E00917,Scientific exchange on clinical data,167.0
I004444,2024-11-20,U.S.,Americas,Vaccines,1:1 Meeting,S01025,E00781,Market access discussion,27.0
I004445,2024-08-15,Brazil,Americas,Vaccines,Advisory Board,S00200,E00502,Product information discussion (on-label),154.0
I004446,2024-10-11,BRA,Americas,Respiratory,Congress/Conference,S00529,E00544,Product information discussion (on-label),165.0
I004447,2025-01-26,GB,EMEA,Vaccines,1:1 Meeting,S01666,E00335,Congress meeting and follow-up,6.0
I004448,2024-06-13,DEU,EMEA,Respiratory,1:1 Meeting,S01168,E00269,Speaker program educational session,32.0
I004449,2024-08-11,Great Britain,EMEA,Primary Care,Speaker Program,S00204,E00049,Training and best practice sharing,98.0
I004450,2025-06-07,United States,Americas,Primary Care,1:1 Meeting,S01493,E00675,Advisory board discussion on unmet needs,46.0
I004451,2024-02-21,India,APAC,Specialty,Congress/Conference,S00346,E00382,Speaker program educational session,112.0
I004452,2024-03-11,IN,APAC,Oncology,1:1 Meeting,S01118,E00136,Advisory board discussion on unmet needs,33.0
I004453,2024-09-29,IN,APAC,Respiratory,Advisory Board,S00023,E00983,Product information discussion (on-label),106.0
I004454,2024-06-14,Japan,APAC,Respiratory,Group Meeting,S00027,E00624,Product information discussion (on-label),68.0
I004455,2024-11-05,India,APAC,Vaccines,1:1 Meeting,S00562,E00546,Speaker program educational session,4.0
I004456,2024-08-21,India,APAC,Specialty,1:1 Meeting,S01253,E00371,Speaker program educational session,19.0
I004457,2025-01-10,CAN,Americas,Primary Care,1:1 Meeting,S01655,E00130,Follow-up,37.0
I004458,2024-01-21,DEU,EMEA,Primary Care,Group Meeting,S00168,E00680,Product information discussion (on-label),66.0
I004459,2024-09-13,Germany,EMEA,Respiratory,Group Meeting,S00718,E00552,Training and best practice sharing,59.0
I004460,2024-09-18,FR,EMEA,Vaccines,1:1 Meeting,S01242,E00197,Business discussion,33.0
I004461,2024-12-30,FR,EMEA,Specialty,Group Meeting,S00157,E00774,Training and best practice sharing,70.0
I004462,2025-03-28,U.S.,Americas,Respiratory,Group Meeting,S01240,E00499,Product information discussion (on-label),48.0
I004463,2025-01-31,CAN,Americas,Respiratory,Group Meeting,S00873,E00729,Scientific exchange on clinical data,102.0
I004464,2024-04-06,MX,Americas,Primary Care,1:1 Meeting,S01445,E00487,Congress meeting and follow-up,27.0
I004465,2025-06-12,FRA,EMEA,Primary Care,Group Meeting,S01397,E00474,Market access discussion,54.0
I004466,2024-08-02,BRA,Americas,Specialty,1:1 Meeting,S01621,E00383,Advisory board discussion on unmet needs,31.0
I004467,2024-09-07,FR,EMEA,Vaccines,Congress/Conference,S00146,E00744,Scientific exchange on clinical data,88.0
I004468,2024-02-23,JPN,APAC,Oncology,Speaker Program,S00822,E00910,Meeting,54.0
I004469,2024-10-09,United States,Americas,Vaccines,1:1 Meeting,S00522,E00408,Market access discussion,13.0
I004470,2024-04-23,ITA,EMEA,Oncology,1:1 Meeting,S01156,E00798,Training and best practice sharing,37.0
I004471,2025-06-26,BRA,Americas,Specialty,Advisory Board,S00183,E00270,Speaker program educational session,191.0
I004472,2024-07-13,United States,Americas,Specialty,Group Meeting,S01653,E00404,Market access discussion,7.0
I004473,2024-10-18,Mexico,Americas,Vaccines,Speaker Program,S01100,E00956,Product information discussion (on-label),51.0
I004474,2025-01-28,BR,Americas,Vaccines,1:1 Meeting,S01048,E00845,Congress meeting and follow-up,24.0
I004475,2024-08-11,Canada,Americas,Specialty,Congress/Conference,S01423,E00498,Training and best practice sharing,72.0
I004476,2025-02-02,France,EMEA,Vaccines,Speaker Program,S01665,E00898,Speaker program educational session,95.0
I004477,2024-06-20,Canada,Americas,Vaccines,Congress/Conference,S00951,E00886,Advisory board discussion on unmet needs,83.0
I004478,2024-05-30,DE,EMEA,Vaccines,Speaker Program,S01371,E00050,Product information discussion (on-label),75.0
I004479,2025-03-03,France,EMEA,Vaccines,1:1 Meeting,S00607,E00573,Scientific exchange on clinical data,25.0
I004480,2024-03-07,U.S.,Americas,Specialty,Congress/Conference,S00456,E00119,Product information discussion (on-label),73.0
I004481,2024-06-04,DEU,EMEA,Vaccines,Group Meeting,S01306,E00227,Market access discussion,56.0
I004482,2025-05-23,IT,EMEA,Respiratory,1:1 Meeting,S00389,E00625,Advisory board discussion on unmet needs,37.0
I004483,2024-03-14,United States,Americas,Respiratory,1:1 Meeting,S01279,E00962,Speaker program educational session,34.0
I004484,2024-06-27,US,Americas,Vaccines,1:1 Meeting,S01374,E00822,Congress meeting and follow-up,27.0
I004485,2024-02-17,US,Americas,Primary Care,1:1 Meeting,S00485,E00967,Market access discussion,0.0
I004486,2024-06-07,Japan,APAC,Respiratory,Group Meeting,S00525,E00370,Training and best practice sharing,61.0
I004487,2024-01-30,US,Americas,Specialty,1:1 Meeting,S01365,E00488,,0.0
I004488,2024-04-01,Canada,Americas,Vaccines,Speaker Program,S00204,E00824,Product information discussion (on-label),45.0
I004489,2024-04-22,United States of America,Americas,Vaccines,1:1 Meeting,S01129,E00442,Product information discussion (on-label),8.0
I004490,2024-12-23,Italy,EMEA,Specialty,Advisory Board,S01265,E00057,Scientific exchange on clinical data,201.0
I004491,2024-07-17,France,EMEA,Oncology,1:1 Meeting,S01230,E00750,Training and best practice sharing,23.0
I004492,2025-05-17,BRA,Americas,Vaccines,Group Meeting,S00515,E00696,Congress meeting and follow-up,107.0
I004493,2024-04-29,US,Americas,Respiratory,1:1 Meeting,S01180,E00683,Market access discussion,45.0
I004494,2025-06-16,BR,Americas,Vaccines,Speaker Program,S01068,E00201,Advisory board discussion on unmet needs,69.0
I004495,2024-01-31,France,EMEA,Respiratory,Speaker Program,S01726,E00748,Training and best practice sharing,129.0
I004496,2024-03-13,France,EMEA,Oncology,Group Meeting,S00427,E00312,Advisory board discussion on unmet needs,80.0
I004497,2024-04-06,GB,EMEA,Vaccines,1:1 Meeting,S00842,E00263,Discussed topics,57.0
I004498,2024-07-30,India,APAC,Vaccines,1:1 Meeting,S01424,E00170,Business discussion,43.0
I004499,2024-03-16,DE,EMEA,Primary Care,Advisory Board,S00074,E00373,Training and best practice sharing,86.0
I004500,2025-05-30,United States of America,Americas,Respiratory,Group Meeting,S01428,E00021,Congress meeting and follow-up,79.0
I004501,2024-11-23,IT,EMEA,Primary Care,1:1 Meeting,S00621,E00160,Speaker program educational session,32.0
I004502,2024-01-28,India,APAC,Primary Care,1:1 Meeting,S00290,E00596,Advisory board discussion on unmet needs,
I004503,2025-01-20,IN,APAC,Oncology,1:1 Meeting,S00573,E00141,Scientific exchange on clinical data,28.0
I004504,2025-06-04,USA,Americas,Respiratory,Group Meeting,S00563,E00624,Market access discussion,53.0
I004505,2024-10-13,India,APAC,Oncology,Group Meeting,S00921,E00638,Congress meeting and follow-up,47.0
I004506,2024-04-16,IT,EMEA,Specialty,Congress/Conference,S01005,E00347,Speaker program educational session,137.0
I004507,2025-04-02,IN,APAC,Specialty,Speaker Program,S01586,E00735,Product information discussion (on-label),140.0
I004508,2025-05-12,CAN,Americas,Primary Care,Group Meeting,S01290,E00815,Speaker program educational session,46.0
I004509,2024-08-31,MEX,Americas,Specialty,1:1 Meeting,S01312,E00251,Scientific exchange on clinical data,41.0
I004510,2024-07-25,Japan,APAC,Primary Care,1:1 Meeting,S00260,E00968,Product information discussion (on-label),29.0
I004511,2025-01-28,BR,Americas,Vaccines,1:1 Meeting,S00161,E00102,Scientific exchange on clinical data,18.0
I004512,2024-07-20,JPN,APAC,Respiratory,Speaker Program,S01068,E00412,Speaker program educational session,71.0
I004513,2024-04-29,U.S.,Americas,Oncology,Speaker Program,S01030,E00449,Market access discussion,81.0
I004514,2025-06-20,BR,Americas,Vaccines,1:1 Meeting,S00832,E00173,Business discussion,35.0
I004515,2024-08-21,IND,APAC,Oncology,1:1 Meeting,S00022,E00352,Congress meeting and follow-up,35.0
I004516,2024-06-28,CAN,Americas,Vaccines,1:1 Meeting,S00610,E00728,Advisory board discussion on unmet needs,
I004517,2025-01-02,United States,Americas,Oncology,Group Meeting,S00259,E00349,Advisory board discussion on unmet needs,8.0
I004518,2024-08-08,Japan,APAC,Specialty,Group Meeting,S01042,E00628,Speaker program educational session,59.0
I004519,2025-05-16,Canada,Americas,Vaccines,1:1 Meeting,S01588,E00968,Product information discussion (on-label),34.0
I004520,2024-03-02,Japan,APAC,Respiratory,1:1 Meeting,S01561,E00910,Product information discussion (on-label),32.0
I004521,2024-01-23,FR,EMEA,Primary Care,1:1 Meeting,S00605,E00371,Advisory board discussion on unmet needs,14.0
I004522,2024-02-16,United States,Americas,Respiratory,1:1 Meeting,S00396,E00263,Speaker program educational session,47.0
I004523,2024-01-24,IT,EMEA,Oncology,Advisory Board,S00989,E00113,Congress meeting and follow-up,242.0
I004524,2024-04-28,MX,Americas,Vaccines,Advisory Board,S00606,E00899,Congress meeting and follow-up,190.0
I004525,2024-06-26,GB,EMEA,Vaccines,Group Meeting,S00903,E00783,Congress meeting and follow-up,55.0
I004526,2024-02-28,U.S.,Americas,Specialty,Speaker Program,S01475,E00496,Scientific exchange on clinical data,77.0
I004527,2025-03-13,United Kingdom,EMEA,Specialty,1:1 Meeting,S00919,E00605,Speaker program educational session,30.0
I004528,2025-04-30,IN,APAC,Respiratory,Speaker Program,S00902,E00501,Discussed topics,66.0
I004529,2024-07-03,DEU,EMEA,Primary Care,1:1 Meeting,S01709,E00744,Speaker program educational session,21.0
I004530,2024-02-20,CA,Americas,Primary Care,Advisory Board,S00470,E00472,Product information discussion (on-label),236.0
I004531,2024-11-04,Canada,Americas,Oncology,1:1 Meeting,S01044,E00860,Advisory board discussion on unmet needs,37.0
I004532,2024-07-23,FR,EMEA,Specialty,Congress/Conference,S00373,E00459,Advisory board discussion on unmet needs,193.0
I004533,2024-03-10,Brazil,Americas,Vaccines,Advisory Board,S00977,E00909,Product information discussion (on-label),0.0
I004534,2024-08-28,USA,Americas,Vaccines,Group Meeting,S01284,E00684,Scientific exchange on clinical data,
I004535,2024-09-07,India,APAC,Primary Care,Speaker Program,S00097,E00193,Speaker program educational session,106.0
I004536,2024-04-11,FR,EMEA,Vaccines,Group Meeting,S00257,E00100,Product information discussion (on-label),94.0
I004537,2024-12-26,IND,APAC,Specialty,1:1 Meeting,S00694,E00520,Discussed topics,34.0
I004538,2025-06-11,Great Britain,EMEA,Vaccines,Group Meeting,S01454,E00659,Market access discussion,59.0
I004539,2024-10-19,BRA,Americas,Specialty,1:1 Meeting,S00646,E00596,Market access discussion,25.0
I004540,2024-01-03,IT,EMEA,Oncology,Congress/Conference,S00820,E00236,Congress meeting and follow-up,57.0
I004541,2025-05-01,Germany,EMEA,Vaccines,1:1 Meeting,S00353,E00303,Speaker program educational session,
I004542,2025-06-17,U.S.,Americas,Primary Care,Group Meeting,S01785,E00439,Advisory board discussion on unmet needs,26.0
I004543,2025-04-21,BR,Americas,Primary Care,Congress/Conference,S00036,E00470,Speaker program educational session,96.0
I004544,2024-06-21,USA,Americas,Respiratory,Advisory Board,S00619,E00683,Congress meeting and follow-up,242.0
I004545,2025-01-24,Great Britain,EMEA,Respiratory,Group Meeting,S00614,E00499,Market access discussion,68.0
I004546,2024-09-16,United States of America,Americas,Primary Care,1:1 Meeting,S01123,E00700,Product information discussion (on-label),18.0
I004547,2024-05-10,UK,EMEA,Respiratory,Group Meeting,S01589,E00210,Scientific exchange on clinical data,69.0
I004548,2024-01-20,CAN,Americas,Specialty,Group Meeting,S01310,E00668,Training and best practice sharing,55.0
I004549,2024-08-02,IT,EMEA,Respiratory,1:1 Meeting,S01413,E00271,Product information discussion (on-label),37.0
I004550,2024-07-12,USA,Americas,Vaccines,1:1 Meeting,S01090,E00089,Market access discussion,27.0
I004551,2025-03-16,ITA,EMEA,Respiratory,1:1 Meeting,S01371,E00085,Speaker program educational session,26.0
I004552,2024-01-14,MEX,Americas,Oncology,1:1 Meeting,S01677,E00022,Training and best practice sharing,22.0
I004553,2024-09-02,France,EMEA,Respiratory,1:1 Meeting,S00653,E00673,Product information discussion (on-label),36.0
I004554,2024-09-16,United States of America,Americas,Oncology,1:1 Meeting,S00608,E00367,Training and best practice sharing,28.0
I004555,2025-02-19,MEX,Americas,Specialty,1:1 Meeting,S00062,E00574,Advisory board discussion on unmet needs,50.0
I004556,2024-04-25,Mexico,Americas,Vaccines,Speaker Program,S00638,E00662,Business discussion,127.0
I004557,2025-02-07,Mexico,Americas,Primary Care,Advisory Board,S01341,E00584,Product information discussion (on-label),196.0
I004558,2024-06-29,United States of America,Americas,Primary Care,Speaker Program,S00147,E00009,Market access discussion,49.0
I004559,2025-05-30,France,EMEA,Oncology,1:1 Meeting,S00437,E00330,Market access discussion,25.0
I004560,2024-10-01,DEU,EMEA,Primary Care,1:1 Meeting,S01026,E00287,Market access discussion,29.0
I004561,2024-03-26,Japan,APAC,Primary Care,Congress/Conference,S01062,E00711,Speaker program educational session,134.0
I004562,2024-01-31,France,EMEA,Specialty,Group Meeting,S00087,E00723,Speaker program educational session,58.0
I004563,2024-11-25,ITA,EMEA,Vaccines,Advisory Board,S01062,E00815,Training and best practice sharing,204.0
I004564,2024-10-02,BR,Americas,Oncology,Group Meeting,S00620,E00516,Speaker program educational session,93.0
I004565,2024-03-22,IT,EMEA,Respiratory,1:1 Meeting,S00502,E00825,Scientific exchange on clinical data,24.0
I004566,2024-05-08,BR,Americas,Respiratory,Group Meeting,S00848,E00466,Advisory board discussion on unmet needs,49.0
I004567,2024-09-12,JPN,APAC,Specialty,1:1 Meeting,S00085,E00233,Advisory board discussion on unmet needs,20.0
I004568,2025-03-30,US,Americas,Respiratory,Group Meeting,S01409,E00758,Market access discussion,56.0
I004569,2024-12-20,CA,Americas,Specialty,Group Meeting,S01096,E00205,Product information discussion (on-label),10.0
I004570,2024-02-02,FR,EMEA,Respiratory,Speaker Program,S00584,E00979,Product information discussion (on-label),139.0
I004571,2024-09-16,Italy,EMEA,Oncology,1:1 Meeting,S01414,E00395,Market access discussion,50.0
I004572,2025-06-25,United Kingdom,EMEA,Specialty,Group Meeting,S01661,E00144,Training and best practice sharing,39.0
I004573,2025-01-26,DEU,EMEA,Respiratory,Group Meeting,S01169,E00563,Congress meeting and follow-up,67.0
I004574,2024-06-18,Germany,EMEA,Vaccines,Group Meeting,S00190,E00179,Training and best practice sharing,52.0
I004575,2024-05-07,India,APAC,Oncology,1:1 Meeting,S00711,E00612,Congress meeting and follow-up,0.0
I004576,2025-05-25,GB,EMEA,Vaccines,Advisory Board,S00910,E00015,Scientific exchange on clinical data,182.0
I004577,2025-05-02,U.S.,Americas,Oncology,1:1 Meeting,S01233,E00654,Congress meeting and follow-up,31.0
I004578,2025-01-01,MEX,Americas,Primary Care,1:1 Meeting,S01119,E00861,Scientific exchange on clinical data,24.0
I004579,2024-02-29,IN,APAC,Specialty,1:1 Meeting,S01702,E00241,Advisory board discussion on unmet needs,39.0
I004580,2024-07-09,US,Americas,Vaccines,1:1 Meeting,S01379,E00424,Scientific exchange on clinical data,23.0
I004581,2025-04-05,MEX,Americas,Respiratory,Speaker Program,S00154,E00012,Advisory board discussion on unmet needs,128.0
I004582,2024-05-13,United States of America,Americas,Specialty,Speaker Program,S01271,E00503,Market access discussion,37.0
I004583,2024-06-19,Germany,EMEA,Specialty,Speaker Program,S01628,E00040,Scientific exchange on clinical data,94.0
I004584,2025-02-08,United States,Americas,Specialty,1:1 Meeting,S01740,E00689,Advisory board discussion on unmet needs,4.0
I004585,2025-05-19,IN,APAC,Primary Care,1:1 Meeting,S00013,E00522,Advisory board discussion on unmet needs,26.0
I004586,2024-10-29,France,EMEA,Primary Care,1:1 Meeting,S00615,E00095,Product information discussion (on-label),24.0
I004587,2024-02-03,MEX,Americas,Respiratory,1:1 Meeting,S00389,E00084,,39.0
I004588,2024-11-03,DEU,EMEA,Respiratory,1:1 Meeting,S01184,E00721,,18.0
I004589,2024-09-06,GB,EMEA,Primary Care,Speaker Program,S00095,E00330,Training and best practice sharing,88.0
I004590,2025-02-02,DEU,EMEA,Vaccines,Congress/Conference,S00960,E00813,Congress meeting and follow-up,66.0
I004591,2024-11-29,BRA,Americas,Oncology,1:1 Meeting,S00897,E00719,Speaker program educational session,32.0
I004592,2025-02-10,Brazil,Americas,Respiratory,1:1 Meeting,S00119,E00972,Business discussion,29.0
I004593,2024-11-29,France,EMEA,Respiratory,1:1 Meeting,S00434,E00049,Training and best practice sharing,27.0
I004594,2024-01-02,FR,EMEA,Specialty,Group Meeting,S01703,E00518,Scientific exchange on clinical data,64.0
I004595,2024-06-16,Italy,EMEA,Vaccines,1:1 Meeting,S00089,E00519,Scientific exchange on clinical data,20.0
I004596,2025-03-12,Great Britain,EMEA,Specialty,Group Meeting,S01556,E00290,Congress meeting and follow-up,20.0
I004597,2024-07-25,FR,EMEA,Specialty,1:1 Meeting,S00330,E00170,Advisory board discussion on unmet needs,40.0
I004598,2024-05-08,Mexico,Americas,Vaccines,Group Meeting,S01400,E00945,Follow-up,18.0
I004599,2025-03-22,FR,EMEA,Specialty,Advisory Board,S01648,E00880,Market access discussion,171.0
I004600,2024-08-25,BR,Americas,Vaccines,Group Meeting,S01758,E00896,Scientific exchange on clinical data,52.0
I004601,2024-10-06,United States of America,Americas,Specialty,1:1 Meeting,S00573,E00226,Market access discussion,48.0
I004602,2024-07-19,USA,Americas,Primary Care,Group Meeting,S01361,E00323,Advisory board discussion on unmet needs,56.0
I004603,2024-05-21,United States of America,Americas,Vaccines,Advisory Board,S00091,E00683,Congress meeting and follow-up,215.0
I004604,2024-12-20,CAN,Americas,Specialty,1:1 Meeting,S01751,E00895,Market access discussion,30.0
I004605,2024-11-24,Mexico,Americas,Respiratory,1:1 Meeting,S00130,E00989,Advisory board discussion on unmet needs,6.0
I004606,2024-11-03,United States,Americas,Respiratory,Group Meeting,S01428,E00544,Congress meeting and follow-up,60.0
I004607,2024-05-25,UK,EMEA,Specialty,Speaker Program,S01089,E00019,Training and best practice sharing,112.0
I004608,2024-01-21,ITA,EMEA,Primary Care,Speaker Program,S01759,E00189,Follow-up,84.0
I004609,2024-09-10,US,Americas,Oncology,Speaker Program,S00343,E00046,Congress meeting and follow-up,126.0
I004610,2024-06-10,USA,Americas,Oncology,Group Meeting,S01615,E00078,Scientific exchange on clinical data,19.0
I004611,2024-05-09,Japan,APAC,Oncology,Group Meeting,S00633,E00853,Speaker program educational session,78.0
I004612,2025-03-29,United Kingdom,EMEA,Oncology,Group Meeting,S00657,E00207,Training and best practice sharing,38.0
I004613,2025-01-18,JPN,APAC,Specialty,Advisory Board,S00048,E00920,Advisory board discussion on unmet needs,
I004614,2024-05-20,FRA,EMEA,Respiratory,Speaker Program,S00467,E00352,Market access discussion,40.0
I004615,2024-05-13,MEX,Americas,Oncology,1:1 Meeting,S01322,E00500,Advisory board discussion on unmet needs,21.0
I004616,2024-03-19,MEX,Americas,Vaccines,1:1 Meeting,S00328,E00824,Training and best practice sharing,27.0
I004617,2025-04-26,FR,EMEA,Oncology,Group Meeting,S01453,E00286,Product information discussion (on-label),63.0
I004618,2025-04-27,IND,APAC,Specialty,1:1 Meeting,S01759,E00840,Training and best practice sharing,36.0
I004619,2024-06-20,Brazil,Americas,Primary Care,Group Meeting,S01777,E00734,Congress meeting and follow-up,
I004620,2024-02-21,France,EMEA,Respiratory,1:1 Meeting,S01048,E00850,Advisory board discussion on unmet needs,28.0
I004621,2024-01-15,United States,Americas,Primary Care,1:1 Meeting,S00024,E00147,Training and best practice sharing,
I004622,2024-01-07,Germany,EMEA,Vaccines,Speaker Program,S01317,E00307,Training and best practice sharing,54.0
I004623,2024-09-01,Great Britain,EMEA,Specialty,Advisory Board,S00626,E00758,Speaker program educational session,190.0
I004624,2024-10-13,Canada,Americas,Primary Care,Speaker Program,S01055,E00152,Scientific exchange on clinical data,133.0
I004625,2024-04-15,Germany,EMEA,Oncology,1:1 Meeting,S01191,E00906,Follow-up,33.0
I004626,2024-04-24,Great Britain,EMEA,Vaccines,1:1 Meeting,S00458,E00358,Training and best practice sharing,50.0
I004627,2025-05-23,USA,Americas,Specialty,Congress/Conference,S00342,E00205,Speaker program educational session,101.0
I004628,2024-05-12,United Kingdom,EMEA,Specialty,1:1 Meeting,S01423,E00300,Advisory board discussion on unmet needs,35.0
I004629,2024-06-11,United States,Americas,Specialty,Speaker Program,S01040,E00102,Training and best practice sharing,36.0
I004630,2024-02-13,DE,EMEA,Respiratory,1:1 Meeting,S00361,E00486,Scientific exchange on clinical data,22.0
I004631,2024-11-13,India,APAC,Oncology,Congress/Conference,S01094,E00889,Market access discussion,120.0
I004632,2024-08-08,FRA,EMEA,Vaccines,1:1 Meeting,S00147,E00740,Product information discussion (on-label),15.0
I004633,2024-11-05,Germany,EMEA,Vaccines,Speaker Program,S01573,E00330,Speaker program educational session,76.0
I004634,2025-03-23,GB,EMEA,Vaccines,Group Meeting,S01325,E00362,Market access discussion,81.0
I004635,2025-05-09,MX,Americas,Specialty,Group Meeting,S01323,E00952,Advisory board discussion on unmet needs,95.0
I004636,2024-08-31,IN,APAC,Primary Care,Speaker Program,S00001,E00525,Speaker program educational session,152.0
I004637,2025-06-10,Italy,EMEA,Primary Care,Group Meeting,S01191,E00667,Training and best practice sharing,14.0
I004638,2024-10-19,Brazil,Americas,Specialty,1:1 Meeting,S01735,E00793,Scientific exchange on clinical data,31.0
I004639,2025-01-15,United States of America,Americas,Vaccines,1:1 Meeting,S00119,E00623,Training and best practice sharing,60.0
I004640,2024-08-05,CA,Americas,Oncology,Advisory Board,S00491,E00068,Product information discussion (on-label),210.0
I004641,2024-10-01,India,APAC,Respiratory,Advisory Board,S00806,E00503,Follow-up,246.0
I004642,2024-01-14,Great Britain,EMEA,Respiratory,1:1 Meeting,S01649,E00287,Advisory board discussion on unmet needs,34.0
I004643,2024-12-05,DE,EMEA,Respiratory,Congress/Conference,S00746,E00225,Training and best practice sharing,79.0
I004644,2024-02-10,FRA,EMEA,Oncology,Speaker Program,S00848,E00466,Advisory board discussion on unmet needs,105.0
I004645,2024-10-30,BRA,Americas,Vaccines,Advisory Board,S00134,E00598,Scientific exchange on clinical data,58.0
I004646,2025-06-01,BR,Americas,Oncology,Congress/Conference,S01208,E00284,Scientific exchange on clinical data,103.0
I004647,2025-02-04,DE,EMEA,Specialty,Congress/Conference,S00907,E00749,Market access discussion,76.0
I004648,2024-01-10,Italy,EMEA,Primary Care,Advisory Board,S00839,E00675,Catch-up,229.0
I004649,2024-05-17,DE,EMEA,Specialty,1:1 Meeting,S01688,E00745,Advisory board discussion on unmet needs,14.0
I004650,2024-07-02,Great Britain,EMEA,Specialty,1:1 Meeting,S00153,E00112,Product information discussion (on-label),22.0
I004651,2024-07-13,IT,EMEA,Primary Care,Group Meeting,S00240,E00951,Product information discussion (on-label),42.0
I004652,2024-05-13,JPN,APAC,Oncology,1:1 Meeting,S01650,E00003,Training and best practice sharing,18.0
I004653,2024-11-04,United States of America,Americas,Specialty,Group Meeting,S00817,E00795,Training and best practice sharing,86.0
I004654,2024-01-09,CA,Americas,Respiratory,1:1 Meeting,S00272,E00584,Product information discussion (on-label),27.0
I004655,2024-06-18,BR,Americas,Oncology,Advisory Board,S00769,E00395,Scientific exchange on clinical data,301.0
I004656,2024-05-24,France,EMEA,Vaccines,Advisory Board,S01334,E00573,Congress meeting and follow-up,124.0
I004657,2025-02-16,U.S.,Americas,Primary Care,Group Meeting,S01626,E00558,,90.0
I004658,2025-04-01,BR,Americas,Respiratory,1:1 Meeting,S01488,E00744,Product information discussion (on-label),22.0
I004659,2024-10-28,IT,EMEA,Vaccines,Group Meeting,S01132,E00657,Advisory board discussion on unmet needs,0.0
I004660,2024-12-25,UK,EMEA,Oncology,Speaker Program,S01427,E00424,Product information discussion (on-label),65.0
I004661,2024-09-17,UK,EMEA,Primary Care,Congress/Conference,S01668,E00054,Training and best practice sharing,70.0
I004662,2024-04-21,CA,Americas,Respiratory,1:1 Meeting,S01276,E00592,Product information discussion (on-label),43.0
I004663,2024-09-02,MEX,Americas,Primary Care,1:1 Meeting,S00608,E00172,Scientific exchange on clinical data,48.0
I004664,2024-11-23,Great Britain,EMEA,Oncology,Speaker Program,S01665,E00951,Product information discussion (on-label),
I004665,2024-08-02,India,APAC,Specialty,1:1 Meeting,S00846,E00471,Congress meeting and follow-up,16.0
I004666,2024-03-16,IND,APAC,Oncology,1:1 Meeting,S01004,E00238,Business discussion,19.0
I004667,2025-06-10,BR,Americas,Oncology,1:1 Meeting,S01370,E00048,Market access discussion,
I004668,2025-04-23,JP,APAC,Specialty,1:1 Meeting,S00280,E00255,Advisory board discussion on unmet needs,
I004669,2025-01-06,India,APAC,Oncology,Advisory Board,S01282,E00112,Training and best practice sharing,
I004670,2024-11-02,MX,Americas,Vaccines,Speaker Program,S00388,E00583,Speaker program educational session,75.0
I004671,2024-07-18,FRA,EMEA,Respiratory,1:1 Meeting,S00864,E00311,Advisory board discussion on unmet needs,
I004672,2024-04-08,Canada,Americas,Oncology,1:1 Meeting,S01006,E00157,Scientific exchange on clinical data,20.0
I004673,2024-12-04,United Kingdom,EMEA,Oncology,Speaker Program,S00485,E00832,Congress meeting and follow-up,95.0
I004674,2024-12-15,MX,Americas,Respiratory,Group Meeting,S00044,E00425,Advisory board discussion on unmet needs,31.0
