spend_id,interaction_id,spend_category,amount_local,currency,amount_usd,payment_date
P005150,I006566,Lodging,204.3,GBP,259.46,2024-06-18
P005151,I000537,Honoraria,805.23,CAD,595.87,2024-05-10
P005152,I002615,Travel,1298.06,MXN,75.29,2024-12-10
P005153,I000258,Travel,258.69,EUR,281.97,2024-11-14
P005154,I005962,Meals,73.46,GBP,93.29,2024-03-29
P005155,I003289,Honoraria,771.99,EUR,841.47,2025-07-31
P005156,I002877,Travel,517.81,CAD,383.18,2025-05-23
P005157,I006011,Meals,36.17,JPY,0.24,2024-08-11
P005158,I003484,Meals,148.2,MXN,8.6,2024-07-03
P005159,I006205,Meals,154.77,MXN,8.98,2024-05-05
P005160,I000555,Meals,181.2,EUR,197.51,2024-04-11
P005161,I000171,Meals,27.25,INR,0.33,2024-11-15
P005162,I005563,Lodging,877.28,INR,10.53,2024-11-02
P005163,I003087,Honoraria,590.97,INR,7.09,2024-12-30
P005164,I004090,Meals,81.47,BRL,16.29,2025-04-04
P005165,I002096,Honoraria,1515.63,USD,1515.63,2024-09-13
P005166,I002019,Honoraria,1499.96,JPY,10.05,2024-07-14
P005167,I001043,Meals,141.99,USD,141.99,2024-08-18
P005168,I005132,Travel,465.43,BRL,93.09,2024-08-12
P005169,I005552,Meals,118.69,MXN,6.88,2024-03-18
P005170,I003976,Travel,105.19,EUR,,2024-09-28
P005171,I001962,Meals,202.92,MXN,11.77,2025-02-24
P005172,I003933,Travel,213.44,USD,213.44,2024-07-09
P005173,I002882,Honoraria,3446.21,USD,3446.21,2024-11-18
P005174,I006605,Meals,146.47,GBP,186.02,2024-05-23
P005175,I000145,Travel,657.7,CAD,486.7,2024-06-12
P005176,I002376,Travel,400.05,INR,4.8,2025-01-09
P005177,I001357,Meals,35.9,USD,35.9,2024-11-25
P005178,I003909,Meals,251.34,MXN,14.58,2024-01-10
P005179,I002963,Meals,137.8,GBP,175.01,2024-05-12
P005180,I000031,Honoraria,1940.63,EUR,2115.29,2025-02-15
P005181,I006797,Meals,119.76,EUR,130.54,2024-08-15
P005182,I001010,Travel,654.55,EUR,713.46,2024-02-16
P005183,I003063,Venue/AV,411.94,USD,411.94,2025-01-31
P005184,I009136,Travel,297.33,EUR,324.09,2024-06-12
P005185,I005836,Travel,487.74,INR,5.85,2024-05-14
P005186,I006942,Travel,716.35,EUR,780.82,2024-08-28
P005187,I004760,Honoraria,681.54,MXN,39.53,2024-09-20
P005188,I006378,Meals,87.87,EUR,95.78,2025-03-14
P005189,I002231,Honoraria,2794.31,BRL,558.86,2024-07-14
P005190,I001498,Lodging,204.0,BRL,,2024-08-11
P005191,I000431,Travel,173.15,BRL,34.63,2025-05-12
P005192,I000962,Meals,195.54,BRL,39.11,2024-01-22
P005193,I006887,Honoraria,699.54,INR,,2024-03-05
P005194,I005471,Meals,89.4,EUR,97.45,2024-10-01
P005195,I002153,Honoraria,1166.84,INR,14.0,2025-04-15
P005196,I006927,Travel,240.34,GBP,305.23,2024-09-23
P005197,I004551,Travel,260.12,EUR,,2025-03-15
P005198,I005922,Meals,126.05,GBP,160.08,2024-06-17
P005199,I004813,Travel,89.39,usd,89.39,2025-06-04
P005200,I003567,Meals,63.5,JPY,0.43,2025-07-27
P005201,I005408,Meals,50.92,EUR,55.5,2024-11-23
P005202,I001999,Meals,119.58,USD,119.58,2024-07-17
P005203,I001539,Honoraria,497.44,BRL,99.49,2024-12-12
P005204,I006108,Honoraria,710.49,BRL,142.1,2025-06-21
P005205,I001614,Lodging,214.24,EUR,233.52,2024-08-11
P005206,I006252,Travel,186.84,INR,2.24,2024-09-16
P005207,I001908,Meals,26.43,EUR,28.81,2024-08-15
P005208,I006759,Honoraria,602.97,EUR,657.24,2024-06-20
P005209,I005006,Meals,145.8,CAD,107.89,2025-04-18
P005210,I001014,Travel,227.66,USD,227.66,2024-06-08
P005211,I006775,Meals,108.67,EUR,118.45,2025-04-30
P005212,I005112,Meals,26.67,MXN,1.55,2024-11-26
P005213,I004568,Meals,63.1,BRL,12.62,2025-04-23
P005214,I005855,Meals,62.62,MXN,3.63,2024-10-20
P005215,I006497,Venue/AV,3190.84,USD,3190.84,2025-02-04
P005216,I001976,Honoraria,1170.98,JPY,7.85,2024-09-19
P005217,I006887,Meals,221.61,INR,2.66,2024-03-19
P005218,I003448,Honoraria,1330.64,USD,1330.64,2024-04-30
P005219,I005957,Meals,45.91,BRL,9.18,2025-01-07
P005220,I000644,Travel,511.06,GBP,649.05,2024-05-15
P005221,I001459,Meals,72.67,EUR,79.21,2025-06-04
P005222,I005676,Honoraria,2310.42,CAD,1709.71,2024-06-23
P005223,I000085,Meals,96.54,GBP,122.61,2024-12-01
P005224,I004024,Meals,98.29,CAD,72.73,2024-04-08
P005225,I000894,Honoraria,466.02,CAD,344.85,2024-09-25
P005226,I000485,Meals,119.71,MXN,6.94,2024-04-20
P005227,I001324,Travel,451.83,INR,5.42,2024-02-03
P005228,I002947,Meals,129.04,CAD,95.49,2024-11-17
P005229,I004672,Meals,567.14,MXN,32.89,2024-04-25
P005230,I005207,Travel,768.83,GBP,976.41,2025-06-14
P005231,I005470,Meals,164.94,CAD,122.06,2024-07-07
P005232,I002232,Travel,637.26,MXN,36.96,2025-02-20
P005233,I006398,Travel,794.19,BRL,158.84,2024-11-18
P005234,I005452,Meals,69.1,GBP,87.76,2024-10-30
P005235,I005018,Meals,92.93,CAD,68.77,2024-07-14
P005236,I003616,Meals,63.8,EUR,69.54,2024-05-19
P005237,I002305,Travel,401.66,MXN,23.3,2024-11-22
P005238,I000231,Meals,394.53,USD,394.53,2024-08-06
P005239,I006812,Meals,33.07,MXN,1.92,2024-04-19
P005240,I003714,Meals,193.25,USD,193.25,2024-07-09
P005241,I006663,Meals,105.0,USD,105.0,2025-07-02
P005242,I001172,Meals,121.58,EUR,132.52,2024-03-15
P005243,I005531,Meals,94.91,GBP,120.54,2025-02-23
P005244,I003345,Honoraria,2459.2,GBP,3123.18,2024-11-21
P005245,I005005,Honoraria,3201.7,JPY,21.45,2024-03-03
P005246,I005644,Lodging,203.77,CAD,150.79,2025-06-10
P005247,I001728,Meals,104.74,EUR,114.17,2024-04-22
P005248,I001964,Travel,115.57,CAD,85.52,2025-01-15
P005249,I000788,Honoraria,1834.76,EUR,1999.89,2025-01-27
P005250,I001350,Travel,284.04,GBP,360.73,2025-05-26
P005251,I000199,Travel,96.35,CAD,71.3,2025-05-30
P005252,I004555,Meals,93.93,USD,93.93,2025-03-27
P005253,I000006,Travel,293.88,EUR,320.33,2025-02-05
P005254,I004999,Meals,28.37,CAD,20.99,2025-06-22
P005255,I005170,Travel,1690.3,MXN,98.04,2025-06-24
P005256,I004586,Honoraria,2683.81,GBP,3408.44,2024-10-29
P005257,I000833,Travel,136.79,EUR,149.1,2025-01-15
P005258,I006246,Travel,312.88,GBP,397.36,2025-04-04
P005259,I004014,Meals,99.32,GBP,126.14,2025-07-15
P005260,I002200,Meals,43.82,MXN,2.54,2024-05-30
P005261,I005211,Travel,182.23,EUR,198.63,2024-08-10
P005262,I005820,Meals,314.43,BRL,62.89,2024-09-01
P005263,I006771,Travel,623.0,BRL,124.6,2024-05-15
P005264,I006208,Travel,176.4,MXN,10.23,2025-01-03
P005265,I002412,Meals,127.18,EUR,138.63,2024-10-06
P005266,I003330,Meals,103.25,EUR,112.54,2025-01-03
P005267,I002571,Honoraria,1736.18,EUR,1892.44,2023-12-28
P005268,I003284,Travel,277.49,USD,277.49,2024-09-04
P005269,I001645,Meals,52.93,USD,52.93,2024-08-29
P005270,I000580,Lodging,322.85,EUR,351.91,2024-12-31
P005271,I003762,Honoraria,2200.69,BRL,440.14,2024-03-19
P005272,I002620,Meals,142.49,EUR,155.31,2025-06-11
P005273,I005812,Lodging,230.09,EUR,250.8,2024-10-01
P005274,I005960,Travel,146.46,EUR,159.64,2024-08-07
P005275,I006589,Travel,278.25,EUR,303.29,2024-10-20
P005276,I002346,Venue/AV,3255.21,BRL,651.04,2025-03-23
P005277,I003692,Honoraria,2711.92,CAD,2006.82,2025-06-10
P005278,I006663,Meals,66.69,MXN,3.87,2025-06-10
P005279,I000294,Meals,111.87,MXN,6.49,2024-03-29
P005280,I003460,Meals,65.2,GBP,82.8,2025-03-29
P005281,I008206,Meals,73.02,EUR,79.59,2024-06-29
P005282,I005875,Lodging,256.26,GBP,325.45,2024-05-26
P005283,I000677,Travel,211.81,EUR,230.87,2024-11-17
P005284,I004470,Travel,182.21,EUR,198.61,2024-04-30
P005285,I002575,Travel,473.61,GBP,601.48,2024-09-01
P005286,I003841,Lodging,791.17,GBP,1004.79,2024-03-01
P005287,I000390,Travel,452.13,GBP,574.21,2024-05-01
P005288,I001932,Travel,724.35,USD,724.35,2024-07-17
P005289,I004025,Meals,58.1,JPY,0.39,2024-05-17
P005290,I006390,Honoraria,2870.28,CAD,,2025-03-01
P005291,I000091,Meals,69.44,EUR,75.69,2024-03-24
P005292,I001525,Honoraria,1844.69,MXN,106.99,2024-08-04
P005293,I002978,Meals,43.74,eur,47.68,2024-03-07
P005294,I001428,Meals,165.13,GBP,209.72,2024-10-31
P005295,I001684,Honoraria,2509.39,USD,2509.39,2025-03-26
P005296,I001104,Honoraria,1110.54,CAD,821.8,2025-03-21
P005297,I003561,Honoraria,2123.7,CAD,1571.54,2024-10-16
P005298,I002095,Honoraria,2043.01,BRL,,2024-03-31
P005299,I006045,Meals,144.64,EUR,157.66,2024-08-03
P005300,I006939,Travel,613.46,BRL,122.69,2025-05-07
P005301,I003922,Venue/AV,4903.72,EUR,5345.05,2024-08-11
P005302,I001971,Lodging,388.21,MXN,22.52,2024-10-01
P005303,I003997,Honoraria,498.88,CAD,,2024-09-12
P005304,I003809,Honoraria,1442.51,EUR,1572.34,2025-01-06
P005305,I001072,Travel,378.73,USD,378.73,2025-03-30
P005306,I004670,Travel,579.25,MXN,33.6,2024-10-28
P005307,I000976,Travel,295.11,JPY,1.98,2024-03-14
P005308,I006638,Travel,657.44,USD,657.44,2024-04-06
P005309,I000557,Travel,157.5,EUR,171.68,2025-04-26
P005310,I006553,Meals,52.16,INR,0.63,2025-06-16
P005311,I003499,Meals,141.43,EUR,154.16,2024-01-26
P005312,I000702,Meals,36.19,EUR,39.45,2024-10-09
P005313,I003134,Travel,147.72,INR,1.77,2025-04-06
P005314,I003756,Travel,169.01,MXN,9.8,2024-08-13
P005315,I002658,Travel,1275.35,GBP,1619.69,2024-11-04
P005316,I000585,Meals,55.04,EUR,59.99,2025-05-29
P005317,I002804,Travel,468.57,EUR,510.74,2025-03-30
P005318,I000848,Travel,186.31,CAD,137.87,2025-04-26
P005319,I000202,Honoraria,1683.04,EUR,1834.51,2024-09-24
P005320,I000298,Meals,69.25,eur,75.48,2024-08-26
P005321,I006838,Meals,81.33,INR,0.98,2024-10-30
P005322,I005505,Honoraria,2009.91,EUR,2190.8,2024-04-03
P005323,I006207,Travel,160.94,GBP,204.39,2024-02-05
P005324,I006876,Travel,867.59,EUR,945.67,2025-05-10
P005325,I002234,Lodging,451.08,BRL,90.22,2024-12-14
P005326,I002980,Lodging,348.21,GBP,442.23,2024-03-26
P005327,I001447,Meals,694.7,JPY,4.65,2024-05-20
P005328,I003284,Honoraria,1080.72,USD,1080.72,2024-09-04
P005329,I001631,Lodging,355.62,USD,355.62,2025-03-21
P005330,I003841,Honoraria,1120.03,EUR,1220.83,2024-02-01
P005331,I002874,Meals,73.14,EUR,79.72,2024-10-21
P005332,I001167,Lodging,528.05,mxn,30.63,2025-03-11
P005333,I000033,Travel,191.03,MXN,11.08,2024-02-27
P005334,I001171,Honoraria,1004.91,JPY,6.73,2025-02-10
P005335,I000569,Travel,345.02,MXN,20.01,2024-08-13
P005336,I000660,Venue/AV,2599.61,INR,31.2,2025-06-26
P005337,I004387,Travel,627.69,USD,627.69,2024-03-30
P005338,I001250,Travel,522.93,GBP,664.12,2024-02-15
P005339,I000101,Travel,488.4,CAD,361.42,2024-05-24
P005340,I002115,Meals,117.68,INR,1.41,2025-04-29
P005341,I000931,Honoraria,5240.18,JPY,35.11,2025-05-09
P005342,I007958,Travel,263.75,JPY,1.77,2024-12-24
P005343,I001847,Meals,86.96,INR,1.04,2025-02-11
P005344,I004867,Meals,53.09,CAD,39.29,2024-03-30
P005345,I005030,Meals,148.16,USD,148.16,2025-01-19
P005346,I004558,Honoraria,1027.56,BRL,205.51,2024-08-11
P005347,I003472,Meals,519.45,USD,519.45,2025-01-02
P005348,I003506,Travel,103.58,eur,112.9,2025-04-16
P005349,I003858,Travel,268.55,USD,268.55,2025-02-05
P005350,I001472,Travel,427.15,EUR,465.59,2025-05-24
P005351,I002927,Travel,121.34,MXN,7.04,2024-11-22
P005352,I005380,Lodging,510.67,GBP,648.55,2024-07-31
P005353,I006640,Meals,143.27,JPY,0.96,2025-01-13
P005354,I004509,Travel,1207.26,BRL,241.45,2024-09-11
P005355,I005792,Honoraria,1179.75,EUR,1285.93,2024-12-18
P005356,I003635,Venue/AV,1883.95,GBP,2392.62,2025-03-24
P005357,I003284,Travel,338.12,USD,338.12,2024-10-02
P005358,I006110,Meals,78.96,BRL,15.79,2024-11-12
P005359,I002948,Travel,216.59,EUR,236.08,2025-06-13
P005360,I001662,Honoraria,3208.64,MXN,186.1,2024-06-02
P005361,I004507,Meals,60.78,JPY,0.41,2025-04-16
P005362,I002281,Honoraria,2143.33,JPY,14.36,2024-09-03
P005363,I003489,Meals,120.79,INR,1.45,2024-07-08
P005364,I005278,Meals,93.44,JPY,0.63,2025-01-31
P005365,I008884,Meals,20.95,GBP,26.61,2024-07-05
P005366,I003430,Travel,699.31,INR,8.39,2024-02-07
P005367,I006714,Meals,35.43,MXN,2.05,2024-04-23
P005368,I000482,Meals,90.03,EUR,98.13,2025-03-16
P005369,I003976,Meals,91.93,GBP,116.75,2024-08-28
P005370,I003589,Meals,40.12,INR,0.48,2025-07-08
P005371,I002000,Meals,19.55,BRL,3.91,2025-04-03
P005372,I006937,Honoraria,435.68,GBP,553.31,2025-01-14
P005373,I001295,Lodging,703.35,GBP,893.25,2024-06-18
P005374,I003012,Travel,372.52,EUR,406.05,2024-02-01
P005375,I005060,Meals,144.59,USD,144.59,2024-08-19
P005376,I003511,Meals,102.04,EUR,111.22,2025-06-28
P005377,I000819,Meals,138.97,EUR,151.48,2025-06-14
P005378,I002986,Meals,59.04,INR,0.71,2024-07-14
P005379,I002562,Travel,522.39,INR,6.27,2025-04-17
P005380,I000829,Travel,168.55,CAD,124.73,2024-09-01
P005381,I004869,Honoraria,1451.21,INR,17.41,2024-06-01
P005382,I003261,Meals,62.91,EUR,68.57,2025-02-15
P005383,I003097,Meals,32.14,EUR,35.03,2024-10-24
P005384,I005481,Travel,325.06,CAD,240.54,2024-06-19
P005385,I000100,Travel,388.47,CAD,287.47,2024-04-15
P005386,I003529,Lodging,458.71,EUR,499.99,2024-05-20
P005387,I002675,Lodging,535.2,GBP,679.7,2025-06-16
P005388,I003738,Meals,198.32,GBP,251.87,2024-11-12
P005389,I005142,Travel,542.22,MXN,31.45,2024-04-09
P005390,I004253,Meals,130.39,MXN,7.56,2025-01-21
P005391,I005159,Travel,156.31,EUR,170.38,2024-03-07
P005392,I005701,Meals,78.61,GBP,99.83,2024-07-06
P005393,I001117,Travel,696.71,BRL,139.34,2025-06-09
P005394,I002490,Honoraria,815.76,USD,815.76,2024-11-08
P005395,I005507,Travel,209.2,EUR,228.03,2025-02-26
P005396,I001157,Meals,36.01,MXN,2.09,2024-05-28
P005397,I000861,Meals,75.78,GBP,96.24,2024-05-03
P005398,I001408,Travel,125.51,EUR,136.81,2024-02-08
P005399,I000829,Honoraria,995.11,BRL,199.02,2024-09-03
P005400,I002905,Meals,27.17,EUR,29.62,2024-05-12
P005401,I006193,Honoraria,4659.88,JPY,31.22,2024-06-26
P005402,I002909,Meals,138.68,CAD,102.62,2024-05-12
P005403,I000419,Meals,143.42,USD,143.42,2025-02-05
P005404,I000074,Honoraria,1169.71,MXN,,2024-02-28
P005405,I001086,Venue/AV,2230.64,INR,26.77,2024/07/20
P005406,I005757,Meals,66.78,INR,0.8,2024-11-11
P005407,I006344,Honoraria,490.41,JPY,3.29,2024-12-23
P005408,I005454,Honoraria,598.7,CAD,443.04,2025-06-30
P005409,I003612,Lodging,370.04,CAD,273.83,2025-06-11
P005410,I003179,Travel,1981.22,JPY,13.27,2024-04-06
P005411,I005517,Travel,398.95,EUR,434.86,2024-07-22
P005412,I003068,Travel,412.33,USD,412.33,2024-03-21
P005413,I005890,Travel,216.44,MXN,12.55,2025-04-04
P005414,I001563,Honoraria,1561.29,BRL,312.26,2025-04-06
P005415,I001939,Honoraria,2336.25,INR,28.04,2024-05-15
P005416,I001924,Honoraria,3186.5,BRL,637.3,2024-12-30
P005417,I002488,Travel,271.66,EUR,296.11,2024-06-04
P005418,I005152,Meals,109.09,CAD,80.73,2024-02-15
P005419,I001843,Meals,42.01,BRL,8.4,2024-08-26
P005420,I000457,Lodging,187.05,INR,2.24,2024-02-18
P005421,I004649,Travel,598.53,GBP,760.13,2024-06-09
P005422,I000087,Meals,94.34,MXN,5.47,2025-04-21
P005423,I003965,Meals,40.78,EUR,44.45,2025-01-21
P005424,I006300,Venue/AV,2473.74,EUR,2696.38,2025-03-02
P005425,I006943,Travel,600.64,INR,7.21,2024-12-31
P005426,I006626,Honoraria,676.98,CAD,500.97,2024-09-10
P005427,I000568,Lodging,324.15,USD,324.15,2025-01-19
P005428,I003631,Honoraria,935.79,JPY,,2024-10-21
P005429,I000486,Honoraria,1903.18,CAD,1408.35,2024-01-30
P005430,I001297,Meals,55.09,CAD,40.77,2024-03-26
P005431,I001707,Meals,70.89,USD,70.89,2024-12-23
P005432,I000064,Honoraria,3126.4,USD,3126.4,2025-03-21
P005433,I000794,Meals,125.94,CAD,93.2,2024-08-31
P005434,I002174,Meals,112.33,JPY,0.75,2025-06-05
P005435,I003758,Lodging,546.73,EUR,595.94,2025-04-27
P005436,I004606,Travel,56.97,USD,56.97,2024-10-31
P005437,I005121,Honoraria,648.65,JPY,4.35,2025-01-08
P005438,I005387,Meals,86.68,MXN,5.03,2024-03-24
P005439,I005213,Travel,278.67,MXN,16.16,2025-01-27
P005440,I000647,Honoraria,1845.56,MXN,107.04,2024-06-24
P005441,I005041,Travel,321.95,BRL,,2024-10-23
P005442,I004239,Travel,171.31,EUR,186.73,2024-08-08
P005443,I005639,Honoraria,1113.88,BRL,222.78,2024-09-10
P005444,I001766,Lodging,234.7,MXN,13.61,2024-02-10
P005445,I003180,Meals,101.84,JPY,0.68,2024-01-21
P005446,I001642,Meals,63.33,EUR,69.03,2025-03-05
P005447,I006400,Meals,22.22,INR,0.27,2024-06-14
P005448,I002032,Travel,190.04,EUR,207.14,2024-10-13
P005449,I004790,Meals,167.52,INR,2.01,2024-11-29
P005450,I000658,Meals,64.01,EUR,69.77,2024-07-26
P005451,I003239,Lodging,199.22,EUR,217.15,2024-12-07
P005452,I006692,Travel,517.66,MXN,,2024-10-15
P005453,I005944,Meals,97.4,USD,97.4,2024-11-29
P005454,I006729,Honoraria,1041.0,INR,12.49,2024-10-22
P005455,I006588,Travel,661.36,BRL,132.27,2024-08-25
P005456,I000262,Travel,760.04,USD,760.04,2024-03-31
P005457,I008651,Honoraria,1214.98,INR,14.58,2025-05-18
P005458,I002167,Meals,99.01,MXN,5.74,2025-07-08
P005459,I003005,Venue/AV,1538.6,JPY,10.31,2024-03-31
P005460,I003980,Meals,87.3,JPY,0.58,2025-06-30
P005461,I004963,Lodging,466.54,CAD,345.24,2025-05-14
P005462,I006609,Travel,213.76,GBP,271.48,2024-02-13
P005463,I005791,Honoraria,762.89,USD,762.89,2024-06-15
P005464,I002366,Travel,145.91,USD,145.91,2024-02-05
P005465,I005817,Travel,279.22,GBP,354.61,2024-09-22
P005466,I003006,Honoraria,1452.62,EUR,1583.36,2024-04-16
P005467,I005834,Meals,23.9,INR,0.29,2024-12-23
P005468,I006510,Meals,146.49,BRL,29.3,2024-03-04
P005469,I003151,Venue/AV,1364.09,EUR,1486.86,2024-07-20
P005470,I004976,Travel,191.21,MXN,11.09,2025-07-17
P005471,I000671,Venue/AV,1332.48,MXN,77.28,2024-06-09
P005472,I006281,Lodging,343.45,EUR,374.36,2024-08-31
P005473,I002445,Honoraria,1181.04,EUR,1287.33,2024-06-30
P005474,I001302,Meals,135.77,EUR,147.99,2025-04-25
P005475,I003900,Travel,255.76,GBP,324.82,2025-01-25
P005476,I002416,Meals,40.9,JPY,0.27,2025-07-04
P005477,I000847,Meals,57.04,EUR,62.17,2025-03-31
P005478,I000455,Meals,34.09,MXN,1.98,2025-03-30
P005479,I005870,Meals,84.78,USD,84.78,2024-07-21
P005480,I001187,Meals,112.31,INR,1.35,2024-07-11
P005481,I000300,Travel,491.97,BRL,98.39,2024-09-25
P005482,I004631,Meals,41.61,JPY,0.28,2024-12-05
P005483,I004854,Travel,312.69,eur,340.83,2025-01-13
P005484,I000829,Venue/AV,1715.1,CAD,1269.17,2024-09-27
P005485,I005377,Meals,62.47,GBP,79.34,2025-03-18
P005486,I006521,Meals,121.79,INR,1.46,2025-05-11
P005487,I005308,Lodging,650.96,GBP,826.72,2024-04-17
P005488,I000498,Travel,245.64,MXN,14.25,2024-09-25
P005489,I003635,Honoraria,1094.32,EUR,1192.81,2025-02-25
P005490,I010614,Lodging,725.19,EUR,790.46,2025-01-08
P005491,I000988,Meals,185.34,MXN,10.75,2024-03-25
P005492,I002024,Meals,63.07,MXN,3.66,2025-04-05
P005493,I002253,Meals,121.62,CAD,90.0,2025-03-13
P005494,I004723,Venue/AV,3473.66,EUR,3786.29,2024-10-12
P005495,I006712,Meals,68.33,CAD,50.56,2025-04-05
P005496,I005781,Travel,355.08,MXN,20.59,2024-11-03
P005497,I003101,Travel,379.96,MXN,22.04,2024-12-01
P005498,I001141,Lodging,534.42,INR,6.41,2024-11-05
P005499,I003558,Meals,133.81,JPY,0.9,2024-12-18
P005500,I004104,Meals,39.3,INR,0.47,2024-06-08
P005501,I002004,Meals,140.4,EUR,153.04,2025-05-21
P005502,I004470,Lodging,955.69,EUR,1041.7,2024-05-13
P005503,I001069,Venue/AV,936.55,MXN,54.32,2025-03-30
P005504,I005472,Travel,578.66,EUR,630.74,2024-09-12
P005505,I000453,Travel,236.49,USD,236.49,2025-01-06
P005506,I006356,Meals,65.41,CAD,48.4,2024-05-19
P005507,I005946,Meals,146.3,GBP,185.8,2024-11-20
P005508,I004297,Meals,267.88,USD,267.88,2024-10-28
P005509,I000466,Honoraria,1784.8,GBP,2266.7,2024-01-17
P005510,I000283,Travel,302.55,EUR,,2024-03-01
P005511,I002001,Meals,85.08,CAD,62.96,2024-03-24
P005512,I003419,Honoraria,1092.12,CAD,808.17,2024-03-01
P005513,I004103,Venue/AV,3342.56,INR,40.11,2024-08-09
P005514,I001816,Lodging,779.46,BRL,155.89,2025-04-30
P005515,I005687,Travel,623.0,BRL,124.6,2024-03-27
P005516,I006580,Lodging,1042.2,EUR,1136.0,2024-08-18
P005517,I010036,Meals,77.99,EUR,85.01,2024-10-23
P005518,I000188,Meals,165.86,EUR,180.79,2024-05-17
P005519,I006981,Meals,74.45,JPY,0.5,2024-10-07
P005520,I004979,Honoraria,1091.66,EUR,1189.91,2025-03-20
P005521,I004264,Meals,60.43,INR,0.73,2024-01-02
P005522,I006211,Travel,583.57,EUR,636.09,2025-03-03
P005523,I003877,Travel,384.29,EUR,418.88,2024-01-29
P005524,I004677,Lodging,727.12,INR,8.73,2025-05-12
P005525,I006443,Honoraria,2982.06,EUR,3250.45,2024-03-22
P005526,I004805,Honoraria,807.29,CAD,,2025-01-22
P005527,I003432,Honoraria,714.88,BRL,142.98,2024-03-10
P005528,I000208,Meals,261.3,MXN,15.16,2025-03-01
P005529,I006250,Travel,836.54,GBP,1062.41,2024-11-09
P005530,I002078,Honoraria,1900.45,JPY,12.73,2024-02-06
P005531,I002155,Honoraria,2896.32,GBP,3678.33,2025-02-08
P005532,I006493,Meals,73.12,JPY,0.49,2024-04-08
P005533,I001898,Meals,193.56,USD,193.56,2024-04-25
P005534,I006169,Travel,426.1,JPY,2.85,2025-04-23
P005535,I004360,Meals,49.74,cad,36.81,2025-02-23
P005536,I000140,Meals,208.01,JPY,1.39,2025-07-07
P005537,I005092,Lodging,1634.14,CAD,1209.26,2024-10-02
P005538,I004952,Honoraria,1125.02,MXN,65.25,2025-03-09
P005539,I004356,Travel,342.45,CAD,253.41,2025-04-07
P005540,I005018,Meals,52.43,USD,52.43,2024-07-18
P005541,I006257,Travel,196.58,EUR,214.27,2024-12-13
P005542,I002950,Meals,51.97,JPY,0.35,2025-04-29
P005543,I002271,Meals,109.08,JPY,0.73,2025-06-29
P005544,I003226,Travel,1196.48,BRL,239.3,2024-03-21
P005545,I006126,Meals,37.88,BRL,7.58,2024-05-07
P005546,I002643,Honoraria,5278.77,EUR,5753.86,2024-07-31
P005547,I000489,Lodging,143.79,INR,1.73,2024-10-21
P005548,I005119,Travel,595.53,JPY,3.99,2024-03-10
P005549,I003405,Travel,481.39,usd,481.39,2025-06-16
P005550,I000332,Meals,76.34,CAD,56.49,2024-03-19
P005551,I005318,Travel,435.59,BRL,87.12,2024-12-06
P005552,I004404,Meals,58.32,MXN,3.38,2024-02-19
P005553,I004236,Meals,65.85,MXN,3.82,2024-04-11
P005554,I001339,Travel,194.39,BRL,38.88,2024-07-18
P005555,I000598,Meals,38.41,eur,41.87,2025-04-13
P005556,I005577,Travel,668.55,BRL,133.71,2025-03-18
P005557,I004122,Honoraria,1642.23,INR,19.71,2024-11-20
P005558,I005466,Lodging,362.18,INR,4.35,2024-09-24
P005559,I005109,Meals,75.59,MXN,4.38,2025-02-26
P005560,I004184,Meals,104.62,BRL,20.92,2025-01-20
P005561,I005840,Honoraria,1736.72,EUR,1893.02,2024-10-20
P005562,I006373,Travel,512.31,CAD,379.11,2024-12-15
P005563,I002649,Meals,27.44,USD,27.44,2024-06-16
P005564,I003018,Venue/AV,1978.79,CAD,1464.3,2024-05-01
P005565,I001658,Lodging,359.9,GBP,457.07,2025-04-18
P005566,I003103,Lodging,588.38,GBP,747.24,2025-05-15
P005567,I000780,Meals,114.37,MXN,6.63,2025-01-18
P005568,I000338,Travel,497.07,BRL,99.41,2025-05-04
P005569,I003264,Meals,182.32,CAD,134.92,2024-03-28
P005570,I001664,Meals,100.85,JPY,0.68,2025-02-04
P005571,I004748,Meals,82.66,USD,82.66,2025-03-13
P005572,I004282,Travel,1350.46,INR,16.21,2024-07-26
P005573,I005629,Honoraria,1395.53,CAD,1032.69,2024-05-28
P005574,I005236,Travel,896.61,EUR,977.3,2024-01-02
P005575,I005313,Meals,49.49,BRL,9.9,2025-04-25
P005576,I001246,Travel,148.97,EUR,162.38,2024-09-05
P005577,I001448,Meals,110.05,USD,110.05,2024-10-17
P005578,I003415,Lodging,546.75,EUR,595.96,2024-02-20
P005579,I004612,Meals,47.28,EUR,51.54,2025-04-03
P005580,I002862,Honoraria,2470.54,JPY,16.55,2025-05-15
P005581,I002386,Travel,423.88,GBP,538.33,2024-08-29
P005582,I003468,Meals,51.55,BRL,10.31,2024-09-21
P005583,I001969,Travel,186.12,EUR,202.87,2024-11-05
P005584,I001686,Travel,464.29,JPY,3.11,2024-07-16
P005585,I000188,Travel,690.48,EUR,752.62,2024-06-07
P005586,I002850,Travel,103.33,INR,1.24,2024-06-21
P005587,I002500,Travel,104.82,GBP,133.12,2024-10-05
P005588,I000618,Honoraria,1214.05,BRL,242.81,2024-08-13
P005589,I002930,Meals,135.12,GBP,171.6,2025-02-15
P005590,I002725,Meals,112.37,GBP,142.71,2025-01-23
P005591,I006279,Honoraria,771.69,INR,9.26,2025-05-09
