stakeholder_id,stakeholder_type,country,specialty,risk_tier,onboarding_date
S00991,HCP,United Kingdom,Hematology,Low,2023-12-04
S00992,HCP,Brazil,Gastroenterology,Medium,2022-05-02
S00993,HCP,United States,Nephrology,Medium,2021-10-19
S00994,HCP,India,Pediatrics,Low,2023-10-19
S00995,HCP,United States,Pulmonology,Low,2021-09-16
S00996,HCP,India,Psychiatry,Low,2023-08-27
S00997,HCP,Canada,Neurology,Medium,2023-11-21
S00998,HCP,Italy,Pediatrics,Medium,2023-11-22
S00999,HCP,Mexico,Hematology,Low,2021-06-12
S01000,HCP,United Kingdom,Oncology,Low,2023-11-29
S01001,HCP,Brazil,Gastroenterology,Medium,2021-02-25
S01002,HCO,France,Organization,High,2021-04-09
S01003,HCP,Germany,Dermatology,Medium,2022-05-24
S01004,HCP,Brazil,Ophthalmology,Low,2023-01-25
S01005,HCP,Brazil,Infectious Disease,High,2023-12-06
S01006,HCP,Japan,Pediatrics,Medium,2022-03-27
S01007,HCP,Canada,Ophthalmology,Low,2022-01-01
S01008,HCO,Germany,Organization,Low,2023-07-18
S01009,HCP,Brazil,Hematology,High,2022-05-02
S01010,HCO,France,Organization,Low,2023-04-09
S01011,HCO,India,Organization,,2021-10-03
S01012,HCP,France,Psychiatry,Low,2022-10-04
S01013,HCP,Germany,Pediatrics,,2021-07-10
S01014,HCP,Mexico,Cardiology,Low,2021-06-24
S01015,HCP,Italy,Endocrinology,Medium,2021-04-26
S01016,HCP,France,Nephrology,Medium,2022-01-30
S01017,HCP,France,Pediatrics,Low,2022-04-08
S01018,HCO,India,Organization,Low,2023-08-25
S01019,HCP,United States,Psychiatry,Low,2021-03-18
S01020,HCO,United States,Organization,Medium,2021-10-05
S01021,HCP,United Kingdom,Pediatrics,Low,2022-02-08
S01022,HCP,Italy,Ophthalmology,Low,2021-10-30
S01023,HCP,France,Gastroenterology,Medium,2023-12-04
S01024,HCP,France,Cardiology,Low,2023-08-06
S01025,HCP,Brazil,Gastroenterology,Medium,2023-12-22
S01026,HCP,Mexico,Pediatrics,,2022-02-25
S01027,HCO,Mexico,Organization,Low,2023-06-29
S01028,HCP,Italy,Ophthalmology,High,2021-10-17
S01029,HCP,India,Dermatology,Medium,2021-12-19
S01030,HCP,France,Cardiology,Medium,2023-09-26
S01031,HCP,France,Psychiatry,Medium,2023-11-08
S01032,HCP,United States,Pediatrics,Low,2022-04-19
S01033,HCP,United Kingdom,Primary Care,,2022-03-09
S01034,HCP,Germany,Cardiology,Low,2021-12-05
S01035,HCP,Germany,Rheumatology,Low,2022-11-22
S01036,HCP,Brazil,Endocrinology,Low,2023-10-25
S01037,HCP,United States,Pediatrics,Low,2021-12-12
S01038,HCP,United Kingdom,Primary Care,Medium,2021-05-19
S01039,HCP,India,Oncology,Low,2023-01-02
S01040,HCP,Canada,Oncology,Medium,2022-09-07
S01041,HCP,Japan,Dermatology,Medium,2023-06-15
S01042,HCO,United Kingdom,Organization,Low,2023-08-01
S01043,HCP,India,Cardiology,Low,2023-10-21
S01044,HCP,Italy,Infectious Disease,Low,2022-01-19
S01045,HCP,France,Oncology,High,2023-03-12
S01046,HCP,Canada,Endocrinology,High,2021-02-25
S01047,HCP,United Kingdom,Psychiatry,Low,2023-11-02
S01048,HCP,Brazil,Infectious Disease,,2021-06-07
S01049,HCP,Brazil,Cardiology,Low,2023-11-21
S01050,HCO,France,Organization,High,2023-12-08
S01051,HCP,Germany,Neurology,Low,2021-02-03
S01052,HCP,Germany,Nephrology,High,2023-08-24
S01053,HCO,United States,Organization,Medium,2023-09-16
S01054,HCP,France,Ophthalmology,Low,2023-07-14
S01055,HCP,Canada,Psychiatry,Low,2023-09-22
S01056,HCP,Mexico,Rheumatology,Low,2021-08-19
S01057,HCP,Japan,Rheumatology,Medium,2022-07-27
S01058,HCP,Germany,Pediatrics,High,2023-04-02
S01059,HCP,France,Psychiatry,Medium,2021-01-29
S01060,HCP,France,Ophthalmology,Medium,2021-10-07
S01061,HCP,Canada,Endocrinology,Medium,2021-05-20
S01062,HCP,Mexico,Hematology,Medium,2021-02-25
S01063,HCP,France,Infectious Disease,Low,2023-02-06
S01064,HCP,India,Oncology,Low,2023-12-21
S01065,HCP,Mexico,Hematology,Medium,2023-05-31
S01066,HCP,Canada,Dermatology,,2023-01-28
S01067,HCP,Mexico,Psychiatry,Medium,2022-03-12
S01068,HCP,Germany,Psychiatry,Low,2022-12-24
S01069,HCP,Mexico,Pediatrics,Low,2021-05-01
S01070,HCO,United Kingdom,Organization,Medium,2022-01-22
S01071,HCP,United States,Endocrinology,Low,2022-09-23
S01072,HCO,Japan,Organization,High,2022-08-31
S01073,HCP,Germany,Neurology,Low,2023-11-16
S01074,HCP,Brazil,Dermatology,Medium,2021-11-15
S01075,HCP,India,Dermatology,Low,2021-02-26
S01076,HCP,Japan,Infectious Disease,Low,2022-01-21
S01077,HCP,Japan,Oncology,,2022-11-27
S01078,HCP,United States,Rheumatology,Low,2021-04-26
S01079,HCP,United Kingdom,Oncology,Medium,2023-04-27
S01080,HCP,Canada,Ophthalmology,Low,2022-12-07
S01081,HCP,Italy,Infectious Disease,,2023-02-01
S01082,HCP,Mexico,Hematology,Low,2022-04-13
S01083,HCP,Japan,Nephrology,Medium,2023-08-18
S01084,HCP,Japan,Neurology,Medium,2021-08-02
S01085,HCP,Germany,Pediatrics,Low,2022-02-13
S01086,HCP,Mexico,Pediatrics,,2021-09-27
S01087,HCP,Brazil,Neurology,Medium,2022-01-05
S01088,HCO,United States,Organization,Low,2022-05-18
S01089,HCP,India,Primary Care,Low,2021-04-17
S01090,HCO,Canada,Organization,Low,2022-12-26
S01091,HCP,Japan,Dermatology,Medium,2021-06-11
S01092,HCP,Germany,Cardiology,High,2021-04-12
S01093,HCP,Germany,Ophthalmology,Low,2022-11-26
S01094,HCO,Canada,Organization,Low,2022-04-27
S01095,HCP,Japan,Psychiatry,Low,2021-04-12
S01096,HCP,India,Infectious Disease,High,2022-04-22
S01097,HCP,France,Endocrinology,Medium,2023-06-28
S01098,HCP,France,Pediatrics,Medium,2023-08-24
S01099,HCP,Mexico,Rheumatology,Low,2021-10-19
S01100,HCO,Canada,Organization,Medium,2021-06-10
S01101,HCP,Brazil,Neurology,,2021-04-21
S01102,HCP,Japan,Endocrinology,Low,2023-07-03
S01103,HCP,United Kingdom,Psychiatry,Low,2021-04-24
S01104,HCP,Mexico,Ophthalmology,Medium,2023-01-03
S01105,HCP,Italy,Primary Care,Medium,2023-11-24
S01106,HCO,Mexico,Organization,Low,2022-08-23
S01107,HCP,France,Psychiatry,Medium,2021-04-25
S01108,HCP,Germany,Gastroenterology,Low,2021-06-25
S01109,HCO,Canada,Organization,Medium,2022-01-10
S01110,HCP,United Kingdom,Hematology,Low,2023-12-17
S01111,HCP,United States,Cardiology,Low,2022-08-27
S01112,HCP,United States,Dermatology,Low,2021-07-22
S01113,HCO,France,Organization,Medium,2023-02-25
S01114,HCP,France,Psychiatry,Medium,2021-12-24
S01115,HCP,Italy,Cardiology,Low,2022-07-05
S01116,HCP,Japan,Hematology,Medium,2022-11-14
S01117,HCO,United Kingdom,Organization,Medium,2023-04-26
S01118,HCP,United Kingdom,Gastroenterology,Medium,2021-12-04
S01119,HCP,Brazil,Cardiology,High,2021-02-03
S01120,HCP,India,Nephrology,,2021-10-10
S01121,HCO,Mexico,Organization,Low,2023-12-04
S01122,HCP,Brazil,Hematology,Medium,2021-05-19
S01123,HCP,Japan,Ophthalmology,Medium,2022-09-12
S01124,HCP,Mexico,Gastroenterology,Medium,2023-02-18
S01125,HCP,Italy,Dermatology,Low,2023-05-02
S01126,HCO,France,Organization,Low,2021-12-15
S01127,HCP,France,Oncology,Low,2022-02-04
S01128,HCP,India,Pulmonology,Low,2023-04-05
S01129,HCP,Canada,Cardiology,Low,2022-12-21
S01130,HCP,France,Ophthalmology,Low,2023-04-11
S01131,HCP,United States,Pediatrics,Medium,2021-06-20
S01132,HCP,Brazil,Primary Care,Medium,2021-06-25
S01133,HCP,Germany,Neurology,Low,2023-01-27
S01134,HCP,France,Nephrology,Low,2022-12-09
S01135,HCP,India,Rheumatology,Low,2022-06-04
S01136,HCO,Italy,Organization,Medium,2023-12-30
S01137,HCP,Mexico,Dermatology,,2022-12-22
S01138,HCP,Canada,Gastroenterology,Medium,2023-02-12
S01139,HCP,United States,Neurology,Low,2023-08-09
S01140,HCO,Canada,Organization,Low,2023-03-15
S01141,HCP,United States,Neurology,Low,2022-10-27
S01142,HCP,Germany,Gastroenterology,Medium,2022-01-27
S01143,HCO,Canada,Organization,Medium,2021-05-28
S01144,HCP,Mexico,Gastroenterology,Low,2022-05-27
S01145,HCP,United States,Pediatrics,Low,2022-11-29
S01146,HCP,United Kingdom,Oncology,Low,2021-10-07
S01147,HCP,United Kingdom,Pediatrics,Low,2021-05-13
S01148,HCO,Italy,Organization,Low,2023-06-29
S01149,HCP,Germany,Hematology,Medium,2023-11-02
S01150,HCP,India,Oncology,Medium,2021-06-07
S01151,HCP,France,Psychiatry,Low,2022-01-22
S01152,HCP,Germany,Endocrinology,Medium,2021-10-17
S01153,HCP,United Kingdom,Hematology,Low,2023-12-22
S01154,HCP,Brazil,Infectious Disease,Medium,2021-01-11
S01155,HCP,India,Rheumatology,Medium,2023-05-21
S01156,HCP,United Kingdom,Psychiatry,Medium,2022-06-17
S01157,HCP,Canada,Hematology,Low,2021-11-21
S01158,HCP,United Kingdom,Nephrology,Medium,2021-07-31
S01159,HCP,Canada,Nephrology,High,2023-05-21
S01160,HCP,India,Pediatrics,Low,2021-09-29
S01161,HCP,France,Endocrinology,Medium,2023-05-29
S01162,HCP,United Kingdom,Pediatrics,Low,2021-06-09
S01163,HCO,Mexico,Organization,Low,2021-12-10
S01164,HCP,France,Cardiology,Low,2022-08-14
S01165,HCP,Canada,Gastroenterology,High,2023-04-18
S01166,HCP,Brazil,Psychiatry,High,2023-11-09
S01167,HCP,Mexico,Ophthalmology,Medium,2021-01-26
S01168,HCP,United Kingdom,Endocrinology,Low,2022-01-05
S01169,HCP,Brazil,Endocrinology,Medium,2022-02-12
S01170,HCO,Canada,Organization,High,2021-02-22
S01171,HCP,United Kingdom,Gastroenterology,Low,2022-11-09
S01172,HCP,Germany,Dermatology,Medium,2022-02-11
S01173,HCO,Japan,Organization,Low,2021-09-04
S01174,HCP,Italy,Primary Care,Low,2023-11-01
S01175,HCP,Italy,Infectious Disease,Low,2023-05-31
S01176,HCP,Brazil,Endocrinology,Medium,2023-12-30
S01177,HCP,Mexico,Rheumatology,Low,2023-07-26
S01178,HCP,Mexico,Dermatology,Medium,2021-11-12
S01179,HCP,India,Neurology,Low,2021-07-23
S01180,HCO,Mexico,Organization,Low,2023-02-07
S01181,HCP,Mexico,Infectious Disease,Medium,2022-06-01
S01182,HCP,France,Oncology,Medium,2021-05-25
S01183,HCO,France,Organization,Low,2022-04-07
S01184,HCP,Germany,Ophthalmology,Low,2021-04-19
S01185,HCP,United Kingdom,Hematology,Medium,2021-06-25
S01186,HCP,Brazil,Dermatology,High,2021-12-25
S01187,HCP,United Kingdom,Ophthalmology,,2023-07-16
S01188,HCP,Japan,Endocrinology,Low,2022-07-30
S01189,HCO,Italy,Organization,Medium,2023-11-23
S01190,HCP,Brazil,Gastroenterology,Low,2021-05-22
S01191,HCP,India,Cardiology,Medium,2021-04-23
S01192,HCP,Canada,Nephrology,Low,2021-05-02
S01193,HCP,Japan,Primary Care,High,2023-11-25
S01194,HCP,France,Infectious Disease,High,2023-02-08
S01195,HCP,United States,Infectious Disease,Low,2021-07-02
S01196,HCP,Brazil,Cardiology,Medium,2022-10-05
S01197,HCO,United Kingdom,Organization,Low,2023-11-26
S01198,HCO,Japan,Organization,High,2021-05-04
S01199,HCO,United States,Organization,Low,2021-10-28
S01200,HCP,United Kingdom,Pulmonology,Medium,2021-05-04
S01201,HCP,Brazil,Primary Care,Low,2022-05-19
S01202,HCP,India,Pediatrics,High,2021-02-02
S01203,HCP,Germany,Rheumatology,,2023-05-23
S01204,HCP,Italy,Neurology,Medium,2023-02-18
S01205,HCP,Mexico,Infectious Disease,High,2023-01-18
S01206,HCP,United States,Endocrinology,Low,2023-09-09
S01207,HCP,Italy,Pediatrics,Low,2022-02-03
S01208,HCP,France,Neurology,Medium,2021-02-02
S01209,HCP,Germany,Rheumatology,Medium,2023-11-23
S01210,HCP,Germany,Infectious Disease,Low,2023-05-31
S01211,HCP,Canada,Hematology,Low,2023-01-31
S01212,HCP,Italy,Primary Care,Medium,2023-10-02
S01213,HCP,France,Cardiology,High,2023-01-14
S01214,HCP,France,Pulmonology,High,2022-06-10
S01215,HCO,United Kingdom,Organization,Medium,2021-10-08
S01216,HCP,Canada,Ophthalmology,Medium,2021-11-12
S01217,HCO,Brazil,Organization,Low,2023-01-04
S01218,HCO,Canada,Organization,High,2022-06-24
S01219,HCP,France,Rheumatology,Medium,2023-01-11
S01220,HCP,Canada,Endocrinology,Medium,2023-06-25
S01221,HCP,United Kingdom,Psychiatry,Medium,2022-11-06
S01222,HCP,Japan,Oncology,Low,2022-02-01
S01223,HCP,India,Cardiology,Low,2023-12-26
S01224,HCP,United Kingdom,Hematology,Low,2023-08-22
S01225,HCP,Germany,Ophthalmology,Medium,2022-06-24
S01226,HCO,United States,Organization,Low,2021-09-28
S01227,HCP,Germany,Pediatrics,Low,2021-12-02
S01228,HCP,Canada,Cardiology,High,2021-02-11
S01229,HCP,India,Neurology,High,2022-07-16
S01230,HCP,United Kingdom,Nephrology,Low,2022-11-02
S01231,HCP,India,Nephrology,Medium,2022-03-01
S01232,HCP,Canada,Endocrinology,Low,2023-01-04
S01233,HCO,Italy,Organization,Low,2023-10-12
S01234,HCO,Canada,Organization,Low,2023-01-11
S01235,HCP,Italy,Psychiatry,Medium,2022-05-23
S01236,HCP,Canada,Gastroenterology,Low,2023-03-13
S01237,HCP,Italy,Neurology,Low,2021-01-27
S01238,HCP,Germany,Pediatrics,Medium,2023-12-16
S01239,HCO,Brazil,Organization,Low,2023-01-07
S01240,HCP,Mexico,Pediatrics,Low,2021-08-19
S01241,HCP,Italy,Nephrology,Medium,2022-02-01
S01242,HCP,France,Gastroenterology,Low,2022-10-11
S01243,HCP,Brazil,Nephrology,Medium,2021-08-29
S01244,HCO,France,Organization,Medium,2023-01-02
S01245,HCP,Italy,Psychiatry,High,2022-02-26
S01246,HCP,Germany,Rheumatology,Medium,2021-03-30
S01247,HCP,United Kingdom,Pediatrics,Medium,2022-09-22
S01248,HCP,France,Pediatrics,Low,2022-11-14
S01249,HCP,Germany,Infectious Disease,High,2022-05-26
S01250,HCP,India,Pulmonology,Low,2021-04-13
S01251,HCP,Germany,Psychiatry,Low,2022-06-09
S01252,HCP,India,Gastroenterology,Low,2023-02-01
S01253,HCP,Canada,Nephrology,Medium,2023-11-26
S01254,HCP,Japan,Dermatology,High,2021-04-18
S01255,HCP,United Kingdom,Cardiology,Medium,2023-03-30
S01256,HCP,United Kingdom,Dermatology,Medium,2021-06-30
S01257,HCP,United States,Pediatrics,Low,2022-09-05
S01258,HCP,France,Pulmonology,Medium,2022-01-01
S01259,HCP,Mexico,Rheumatology,Medium,2023-06-24
S01260,HCP,United Kingdom,Psychiatry,Low,2021-02-25
S01261,HCP,Germany,Psychiatry,Medium,2022-07-27
S01262,HCP,Canada,Hematology,Low,2021-06-28
S01263,HCO,Canada,Organization,Low,2022-11-27
S01264,HCP,India,Pulmonology,Low,2021-07-30
S01265,HCP,United Kingdom,Oncology,Low,2022-01-27
S01266,HCO,Mexico,Organization,Medium,2023-12-11
S01267,HCO,Brazil,Organization,Medium,2022-09-15
S01268,HCP,Canada,Infectious Disease,,2023-06-06
S01269,HCP,Canada,Dermatology,Medium,2023-03-02
S01270,HCP,Japan,Ophthalmology,Medium,2022-01-28
S01271,HCP,United States,Pulmonology,Low,2022-02-14
S01272,HCP,Italy,Dermatology,Medium,2023-03-23
S01273,HCO,India,Organization,Low,2022-01-16
S01274,HCP,Brazil,Pulmonology,Low,2021-11-30
S01275,HCP,Germany,Psychiatry,Medium,2021-05-29
S01276,HCP,Germany,Endocrinology,Low,2022-12-17
S01277,HCP,Mexico,Primary Care,Low,2022-09-29
S01278,HCP,Italy,Dermatology,Low,2021-03-07
S01279,HCO,Italy,Organization,Low,2023-12-04
S01280,HCP,Italy,Hematology,Medium,2021-07-09
S01281,HCP,France,Oncology,High,2021-02-09
S01282,HCP,Germany,Nephrology,High,2021-08-06
S01283,HCP,United States,Neurology,Medium,2023-10-15
S01284,HCO,Japan,Organization,High,2021-05-30
S01285,HCO,Canada,Organization,Low,2022-09-30
S01286,HCP,United Kingdom,Dermatology,Medium,2022-06-11
S01287,HCP,France,Nephrology,Low,2021-12-25
S01288,HCP,Canada,Neurology,Low,2022-08-04
S01289,HCP,France,Oncology,Medium,2022-12-01
S01290,HCP,Japan,Cardiology,Low,2023-11-24
S01291,HCP,Italy,Oncology,Low,2021-07-29
S01292,HCO,Canada,Organization,Low,2021-10-27
S01293,HCP,Brazil,Infectious Disease,,2023-07-29
S01294,HCP,Mexico,Infectious Disease,Low,2021-08-01
S01295,HCP,India,Neurology,Low,2021-05-03
S01296,HCP,India,Endocrinology,Medium,2021-02-20
S01297,HCP,Canada,Hematology,Low,2021-09-05
S01298,HCP,Brazil,Gastroenterology,Low,2021-12-15
S01299,HCP,India,Nephrology,,2021-04-18
S01300,HCP,France,Cardiology,Low,2023-12-12
S01301,HCP,Japan,Ophthalmology,Medium,2023-03-05
S01302,HCP,United Kingdom,Neurology,Medium,2021-08-16
S01303,HCP,Brazil,Hematology,Medium,2023-10-10
S01304,HCP,India,Endocrinology,Low,2022-06-11
S01305,HCP,Brazil,Pediatrics,Low,2021-06-12
S01306,HCP,Mexico,Neurology,Medium,2021-03-29
S01307,HCP,Brazil,Rheumatology,Low,2021-10-31
S01308,HCP,Canada,Primary Care,Medium,2021-11-01
S01309,HCP,United Kingdom,Nephrology,Low,2022-08-28
S01310,HCP,Mexico,Infectious Disease,Medium,2023-06-08
S01311,HCO,Japan,Organization,Low,2021-01-13
S01312,HCP,Brazil,Endocrinology,High,2022-10-29
S01313,HCP,Mexico,Primary Care,Medium,2021-04-22
S01314,HCP,Germany,Neurology,Low,2022-07-31
S01315,HCP,Mexico,Psychiatry,Low,2022-05-21
S01316,HCP,India,Infectious Disease,Medium,2021-02-15
S01317,HCP,Mexico,Gastroenterology,,2023-06-17
S01318,HCP,India,Hematology,Low,2022-12-11
S01319,HCP,Italy,Psychiatry,Medium,2023-01-18
S01320,HCP,Germany,Rheumatology,Low,2021-05-17
S01321,HCO,Germany,Organization,Low,2022-02-08
S01322,HCP,United States,Rheumatology,Low,2022-12-20
S01323,HCP,Germany,Primary Care,Low,2021-07-17
S01324,HCP,India,Dermatology,Medium,2021-06-30
S01325,HCP,Japan,Endocrinology,Low,2022-07-24
S01326,HCP,France,Pediatrics,Low,2021-12-29
S01327,HCO,Mexico,Organization,Low,2023-06-10
S01328,HCO,United Kingdom,Organization,Low,2022-10-04
S01329,HCO,Mexico,Organization,Medium,2022-07-30
S01330,HCP,France,Infectious Disease,Medium,2021-03-21
S01331,HCP,Canada,Pediatrics,Medium,2021-05-21
S01332,HCO,Brazil,Organization,Low,2022-01-06
S01333,HCP,Italy,Infectious Disease,Low,2021-03-24
S01334,HCP,India,Pulmonology,Low,2022-08-19
S01335,HCP,United Kingdom,Hematology,Low,2023-09-07
S01336,HCP,Brazil,Cardiology,Medium,2022-12-12
S01337,HCO,Japan,Organization,Low,2022-05-28
S01338,HCP,United States,Nephrology,Low,2022-12-03
S01339,HCP,Italy,Gastroenterology,Low,2021-01-09
S01340,HCO,India,Organization,Low,2022-01-11
S01341,HCP,Italy,Psychiatry,Medium,2023-10-22
S01342,HCP,India,Oncology,Low,2023-04-03
S01343,HCP,Italy,Nephrology,High,2023-01-29
S01344,HCP,Brazil,Psychiatry,Low,2022-05-05
S01345,HCP,Brazil,Hematology,Low,2023-07-20
S01346,HCP,France,Pediatrics,Low,2023-12-22
S01347,HCP,Japan,Primary Care,Low,2022-01-03
S01348,HCP,Mexico,Cardiology,,2021-10-23
S01349,HCP,United States,Oncology,Low,2023-09-22
S01350,HCP,France,Psychiatry,Low,2021-11-14
S01351,HCP,Germany,Infectious Disease,Low,2023-06-02
S01352,HCP,India,Nephrology,Low,2022-11-27
S01353,HCP,Mexico,Nephrology,Low,2022-05-24
S01354,HCP,Germany,Endocrinology,Low,2021-07-27
S01355,HCP,India,Infectious Disease,Low,2021-01-27
S01356,HCP,Brazil,Hematology,Low,2022-05-20
S01357,HCP,Italy,Infectious Disease,Low,2023-10-02
S01358,HCP,United States,Psychiatry,Medium,2022-02-28
S01359,HCP,United Kingdom,Dermatology,Low,2022-01-18
S01360,HCO,Brazil,Organization,Low,2021-06-10
S01361,HCP,United States,Gastroenterology,Low,2023-05-05
S01362,HCP,Brazil,Pulmonology,Low,2023-12-31
S01363,HCO,United States,Organization,Low,2023-05-22
S01364,HCP,Germany,Rheumatology,Low,2021-10-23
S01365,HCP,Germany,Primary Care,Low,2022-05-23
S01366,HCP,Italy,Cardiology,Medium,2023-09-08
S01367,HCP,Japan,Endocrinology,Low,2021-06-28
S01368,HCP,Germany,Infectious Disease,Low,2023-06-22
S01369,HCP,Canada,Nephrology,Medium,2021-08-14
S01370,HCP,United States,Endocrinology,Medium,2023-10-04
S01371,HCP,Germany,Dermatology,Low,2023-09-02
S01372,HCP,United Kingdom,Nephrology,Low,2023-08-12
S01373,HCP,Japan,Cardiology,Medium,2021-04-13
S01374,HCP,Germany,Pulmonology,High,2023-09-18
S01375,HCP,Brazil,Gastroenterology,Low,2021-07-29
S01376,HCP,Japan,Endocrinology,Low,2022-10-31
S01377,HCP,Mexico,Pulmonology,High,2023-02-19
S01378,HCO,Canada,Organization,Medium,2022-04-07
S01379,HCP,Germany,Infectious Disease,Low,2023-12-24
S01380,HCP,Brazil,Infectious Disease,Low,2021-11-19
S01381,HCP,United Kingdom,Endocrinology,High,2023-05-24
S01382,HCO,Canada,Organization,Medium,2022-06-28
S01383,HCP,Italy,Oncology,Medium,2022-01-16
S01384,HCP,United Kingdom,Dermatology,Low,2023-09-13
S01385,HCP,Japan,Endocrinology,Medium,2023-04-26
S01386,HCP,Mexico,Neurology,Low,2022-12-15
S01387,HCP,United Kingdom,Cardiology,Medium,2023-12-26
S01388,HCP,France,Cardiology,Low,2022-09-30
S01389,HCP,Japan,Cardiology,Medium,2023-06-08
S01390,HCP,India,Gastroenterology,Medium,2021-07-16
S01391,HCP,Canada,Neurology,Low,2023-12-11
S01392,HCP,Germany,Ophthalmology,Low,2022-11-18
S01393,HCO,Japan,Organization,Medium,2021-07-21
S01394,HCP,Japan,Cardiology,Low,2022-08-05
S01395,HCP,India,Nephrology,Medium,2021-10-15
S01396,HCP,Canada,Cardiology,Medium,2021-08-11
S01397,HCP,Brazil,Dermatology,,2023-12-19
S01398,HCP,Germany,Dermatology,Low,2021-05-06
S01399,HCP,Italy,Pediatrics,Low,2021-04-29
S01400,HCP,France,Gastroenterology,Low,2021-03-24
S01401,HCP,Germany,Primary Care,Low,2021-03-02
S01402,HCP,Japan,Rheumatology,High,2023-10-07
S01403,HCP,France,Gastroenterology,Low,2021-07-07
S01404,HCP,Mexico,Gastroenterology,,2023-09-02
S01405,HCO,Japan,Organization,High,2021-12-13
S01406,HCO,United Kingdom,Organization,Low,2022-02-16
S01407,HCP,Mexico,Pediatrics,Low,2023-02-27
S01408,HCP,France,Primary Care,Low,2022-02-06
S01409,HCP,India,Ophthalmology,Medium,2023-03-20
S01410,HCO,Canada,Organization,Low,2023-03-01
S01411,HCP,India,Cardiology,,2021-07-02
S01412,HCP,Canada,Endocrinology,,2022-03-11
S01413,HCP,Brazil,Dermatology,Low,2022-07-02
S01414,HCP,Mexico,Hematology,High,2023-02-24
S01415,HCO,Mexico,Organization,Low,2021-08-12
S01416,HCO,Canada,Organization,Low,2021-01-14
S01417,HCP,United States,Endocrinology,Low,2021-06-22
S01418,HCO,Mexico,Organization,Low,2021-12-08
S01419,HCP,Brazil,Oncology,Medium,2023-11-28
S01420,HCO,Canada,Organization,Medium,2022-10-14
S01421,HCP,Mexico,Endocrinology,Low,2023-10-01
S01422,HCP,Japan,Oncology,Medium,2023-01-14
S01423,HCP,Brazil,Nephrology,Medium,2021-07-13
S01424,HCP,Germany,Ophthalmology,Medium,2021-08-23
S01425,HCO,Mexico,Organization,Low,2023-07-27
S01426,HCO,Germany,Organization,Low,2021-05-20
S01427,HCO,Canada,Organization,Medium,2023-12-09
S01428,HCP,India,Gastroenterology,Low,2022-11-24
S01429,HCP,United Kingdom,Neurology,Low,2021-10-19
S01430,HCP,Italy,Pediatrics,Medium,2022-08-04
S01431,HCO,India,Organization,Medium,2021-12-31
S01432,HCP,Canada,Dermatology,Low,2022-07-19
S01433,HCP,India,Neurology,Low,2021-05-21
S01434,HCP,Canada,Gastroenterology,Low,2023-08-03
S01435,HCP,Germany,Rheumatology,Medium,2021-05-30
S01436,HCP,France,Infectious Disease,Medium,2022-05-04
S01437,HCP,Japan,Primary Care,Low,2022-11-08
S01438,HCO,Canada,Organization,Low,2021-08-19
S01439,HCP,Italy,Nephrology,Low,2022-06-03
S01440,HCP,Canada,Pediatrics,Low,2023-02-01
S01441,HCP,Mexico,Neurology,Low,2021-06-14
S01442,HCP,United States,Endocrinology,,2023-03-13
S01443,HCP,Canada,Nephrology,Low,2021-12-08
S01444,HCP,France,Ophthalmology,Medium,2023-06-30
S01445,HCP,Italy,Endocrinology,Medium,2022-04-05
S01446,HCP,Germany,Cardiology,Low,2022-07-21
S01447,HCO,Canada,Organization,High,2023-12-12
S01448,HCP,Brazil,Psychiatry,Medium,2021-07-05
S01449,HCP,Brazil,Cardiology,Low,2021-08-18
S01450,HCP,United Kingdom,Gastroenterology,Low,2021-10-30
S01451,HCP,Brazil,Primary Care,Medium,2023-09-24
S01452,HCP,France,Pediatrics,Low,2021-12-11
S01453,HCO,Canada,Organization,Low,2022-09-11
S01454,HCP,Brazil,Pulmonology,Low,2021-06-06
S01455,HCP,Canada,Infectious Disease,Medium,2022-07-25
S01456,HCP,United States,Pediatrics,Low,2023-02-02
S01457,HCO,Mexico,Organization,Low,2023-12-31
S01458,HCP,India,Rheumatology,Low,2022-12-23
S01459,HCO,Germany,Organization,Low,2023-03-15
S01460,HCP,Canada,Endocrinology,Low,2021-09-17
S01461,HCP,India,Psychiatry,Low,2021-04-02
S01462,HCO,Italy,Organization,Low,2022-06-28
S01463,HCP,Japan,Endocrinology,Low,2023-02-18
S01464,HCP,Mexico,Pulmonology,Low,2022-12-17
S01465,HCP,United Kingdom,Cardiology,Medium,2023-12-19
S01466,HCO,India,Organization,Medium,2022-08-16
S01467,HCO,United States,Organization,High,2023-05-16
S01468,HCP,Italy,Ophthalmology,Low,2023-08-25
S01469,HCP,France,Rheumatology,Low,2021-09-16
S01470,HCO,Canada,Organization,Medium,2021-07-25
S01471,HCP,India,Endocrinology,Low,2023-12-05
S01472,HCO,Brazil,Organization,Low,2023-10-28
S01473,HCP,United Kingdom,Pediatrics,Low,2023-04-16
S01474,HCP,United Kingdom,Dermatology,High,2022-09-29
S01475,HCP,Brazil,Ophthalmology,Low,2023-03-07
S01476,HCP,France,Ophthalmology,,2021-06-27
S01477,HCP,France,Primary Care,High,2023-03-21
S01478,HCP,Mexico,Gastroenterology,High,2021-03-04
S01479,HCP,Germany,Hematology,High,2022-04-12
S01480,HCP,United States,Ophthalmology,,2023-04-07
S01481,HCP,India,Psychiatry,High,2022-05-20
S01482,HCP,Brazil,Dermatology,Low,2021-09-10
S01483,HCP,France,Primary Care,Medium,2021-08-23
